Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
05/01,-0.0644829480830309,0.228473285822208,0.0041376168759321,0.214788568251805
05/02,-0.0982071058980807,0.228473285822208,-0.0192877037180707,0.214788568251805
05/05,-0.1116967690241,0.228473285822208,-0.0286578319556716,0.214788568251805
05/06,-0.1116967690241,0.228473285822208,-0.0286578319556716,0.214788568251805
