Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
2025-03-03,0.0089797475558888,0.261956374155937,0.0405750943830899,0.216173771205529
2025-03-04,0.0098540595740395,0.261956374155937,0.0411835830403159,0.216173771205529
2025-03-05,0.0098540595740395,0.261956374155937,0.0411835830403159,0.216173771205529
2025-03-06,0.0098540595740395,0.261956374155937,0.0411835830403159,0.216173771205529
2025-03-07,0.0098540595740395,0.261956374155937,0.0411835830403159,0.216173771205529
2025-03-10,0.0098540595740396,0.261956374155937,0.0411835830403159,0.216173771205529
2025-03-11,0.0050585357700852,0.261956374155937,0.0378460767730052,0.216173771205529
2025-03-12,0.0052431356461692,0.258315422571535,0.0364125768924991,0.213864874738082
2025-03-13,0.0052431356461692,0.258315422571535,0.0364125768924991,0.213864874738082
2025-03-14,0.0052431356461692,0.258315422571535,0.0364125768924991,0.213864874738082
2025-03-17,0.0052431356461692,0.258315422571535,0.0364125768924991,0.213864874738082
2025-03-18,-0.0009714246520683,0.258315422571535,0.0320815582835671,0.213864874738082
2025-03-19,-0.0009714246520683,0.258315422571535,0.0320815582835671,0.213864874738082
2025-03-20,-0.0009714246520683,0.258315422571535,0.0320815582835671,0.213864874738082
2025-03-21,-0.0009714246520683,0.258315422571535,0.0320815582835671,0.213864874738082
2025-03-24,-0.0009714246520683,0.258315422571535,0.032081558283567,0.213864874738082
2025-03-25,0.0108362399145829,0.258315422571535,0.0403104936405378,0.213864874738082
2025-03-26,0.0108362399145829,0.258315422571535,0.0403104936405378,0.213864874738082
2025-03-27,0.0108362399145829,0.258315422571535,0.0403104936405378,0.213864874738082
2025-03-28,0.0108362399145829,0.258315422571535,0.0531303749170725,0.229510476165579
2025-03-31,0.0108362399145829,0.258315422571535,0.0531303749170725,0.229510476165579
2025-04-01,0.318000524811041,0.247966651667773,0.263507847779452,0.220428011041705
2025-04-02,0.337776907125839,0.247966651667773,0.2772930169789,0.220428011041705
2025-04-03,0.337776907125839,0.247966651667773,0.2772930169789,0.220428011041705
2025-04-04,0.328607857143523,0.247966651667773,0.270901711259156,0.220428011041705
2025-04-07,0.20140976180062,0.247966651667773,0.182238009362704,0.220428011041705
2025-04-08,0.144903243968431,0.247966651667773,0.142850021368281,0.220428011041705
2025-04-09,0.300539231732125,0.247966651667773,0.251336416437638,0.220428011041705
2025-04-10,0.290330424255975,0.231151429771193,0.243985123723651,0.209515618493541
2025-04-11,0.290330424255975,0.231151429771193,0.243985123723651,0.209515618493541
2025-04-14,0.290330424255975,0.231151429771193,0.243985123723651,0.209515618493541
2025-04-15,0.290330424255975,0.231151429771193,0.243985123723651,0.209515618493541
2025-04-16,0.252263128776189,0.231151429771193,0.217121886099618,0.209515618493541
2025-04-17,0.252263128776189,0.231151429771193,0.217121886099618,0.209515618493541
2025-04-18,0.252263128776189,0.231151429771193,0.217121886099618,0.209515618493541
2025-04-21,0.252263128776189,0.231151429771193,0.217121886099618,0.209515618493541
2025-04-22,0.252263128776189,0.231151429771193,0.217121886099618,0.209515618493541
2025-04-23,0.230437879367778,0.231151429771193,0.201720296528506,0.209515618493541
2025-04-24,0.230437879367778,0.231151429771193,0.201720296528506,0.209515618493541
